type,clients,size,opDistribution,unevenScale,accessDistribution,productsAccessed,initialStock,amountLimit,isolation,noCollision,initialNodes,workers,balanceAlgorithm,balanceDelta,balanceMinmaxK,balanceMinDiff,balanceWindow,adjustAlgorithm,adjustDelta,adjustWindow,tx/s,ar,rt,tx/s_err,rt_err,rt_95,rt_add,rt_sub,balance_time,adjust_time,variation,max_avg_variation,zeros
mrv,64,2,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,8011.75,0.16490192433641926,6.999491872632904,2344.1071918749794,2.546955022428792,11.049782,6.87070609470405,7.130441640662891,1041.3157894736842,304.78,0.697074743384919,0.7046614647138877,34.14204545454545
normal,64,8,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,559.7333333333333,0.9188964664515755,1.933975117883516,103.0594262226087,1.1097705066151229,3.406443,1.9477262425506556,1.9202436330040467,0.0,0.0,0.0,0.0,0.0
mrv,64,8,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,4492.216666666666,0.2297230486086701,11.746268415737589,1971.2141846249651,4.552036767837099,19.799715,11.666551729382796,11.826546052459529,1176.9019607843138,1523.576923076923,0.4531855861920322,0.46905765976951835,11.222780569514239
normal,64,32,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,1379.8,0.8560864440898235,3.0700822388268834,379.76444014678367,2.2046576066120744,6.06962,3.0697226654019962,3.0704415864708863,0.0,0.0,0.0,0.0,0.0
mrv,64,32,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,12879.4,0.14381536218363844,4.39138514155939,3414.1317985690007,1.3836854272456018,6.32145,4.31591069720924,4.467041859207703,1176.4901960784314,603.9268292682926,0.24568243094612396,0.2767913479584025,0.8857355442176871
normal,64,128,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,5541.8,0.7497022846174113,3.024158050861934,1291.3050088960395,3.1806077559768307,5.351223,3.0361098779737588,3.0121771452797916,0.0,0.0,0.0,0.0,0.0
mrv,64,128,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,13845.016666666666,0.09295185018163876,4.263078380458191,3676.4038505492476,1.1438692188565969,5.952697,4.233810936894232,4.2924083927964585,606.9782608695652,148.57894736842104,0.05825239447504576,0.08139135132501524,0.052340082159624414
normal,64,512,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,8050.933333333333,0.43165068099886106,4.148183308699198,1819.246653791985,1.8683619675673626,6.854706,4.148742399752716,4.147622831674466,0.0,0.0,0.0,0.0,0.0
mrv,64,512,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,11684.0,0.02885561112111601,4.881365967929077,2589.989611176075,2.074854841069618,7.454546,4.744261216637698,5.018355770289191,1936.6875,2320.4,0.08858715562477373,0.11993157357414061,7.16407295850067E-4
normal,64,2048,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,2900.25,0.10292760631195841,11.302283861092434,605.4140921716311,6.334991064794191,23.215741,11.292126379227385,11.312507047378556,0.0,0.0,0.0,0.0,0.0
mrv,64,2048,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,3341.233333333333,0.0040835386694221265,11.86592242443908,826.7264916524692,6.180691391952227,23.381038,11.790124047215087,11.942019327858857,8355.875,16008.25,0.07477179340082049,0.43035322123017544,0.01384001592630854
normal,128,1,uniform,100,uniform,3,8192,3,4,false,64,all,minmax,100,1,10,1000,linear,1000,100,715.6,0.9764008816141674,1.5890745396403951,184.01935224318126,2.2766165044847817,2.027765,1.6012792400973874,1.5769942730558903,0.0,0.0,0.0,0.0,0.0
mrv,128,1,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,19171.733333333334,0.11623779674077805,5.972189024154484,3683.2443492117113,2.3725903671054973,9.337304,5.888663192336548,6.057080874849032,16196.0,150.859649122807,1.0405530926106503,1.0405530926106503,73.41157556270096
normal,128,2,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,562.0166666666667,0.9795936274942904,1.974518438213576,154.32004946430865,2.521350712222129,2.665176,1.9817779553877022,1.9671849194038749,0.0,0.0,0.0,0.0,0.0
mrv,128,2,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,7310.033333333334,0.24817744714039613,13.69034770133971,1710.438726954774,5.773191344702892,23.566966,13.461296331609535,13.928003208317461,21629.333333333332,496.8636363636364,1.024844082965415,1.0280494949162817,63.50663900414938
normal,128,8,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,527.7833333333333,0.93357400267659,1.9441692687340133,117.14305926231111,1.219618695420524,3.31163,1.9550005020633612,1.9334503220030157,0.0,0.0,0.0,0.0,0.0
mrv,128,8,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,6382.666666666667,0.3373695147757808,14.1709135047394,3298.204564102516,10.69684256265259,37.339779,13.979407673047003,14.370407594701655,21646.666666666668,5097.909090909091,1.0437415824543597,1.117028366022031,37.834909716251076
normal,128,32,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,1518.0,0.8755798895136304,2.688956390393061,325.8247136114755,2.3433773309832606,5.191045,2.693299796549529,2.684609358449946,0.0,0.0,0.0,0.0,0.0
mrv,128,32,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,12714.066666666668,0.17984610637517828,8.483437775799509,3397.06545800931,3.272329013080124,13.272945,8.317946160770287,8.650554841328598,1381.159090909091,3396.3333333333335,0.25885095041147604,0.2811121413895755,1.69278934126258
normal,128,128,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,4542.766666666666,0.8143211282726918,3.7936910677047027,1133.1951600084897,4.333135759257965,7.388506,3.7874616396207306,3.799918576285362,0.0,0.0,0.0,0.0,0.0
mrv,128,128,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,14575.95,0.09101425595869139,8.072650048639483,3886.9007179242435,2.756172564439681,12.184127,7.969133140700289,8.176166246391329,1717.2222222222222,266.21153846153845,0.1049830437102793,0.13463844363225502,0.12518944861431872
normal,128,512,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,5732.666666666667,0.5744586088127004,8.637953318670776,1261.6487680808789,4.339096506289216,15.792221,8.649506005519779,8.626432026815474,0.0,0.0,0.0,0.0,0.0
mrv,128,512,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,12439.983333333334,0.02623455984803813,9.566486087189292,2489.833603074711,3.890769753648044,15.489288,9.328551495805497,9.804759460416589,4927.461538461538,4590.666666666667,0.09174800216423294,0.13447036063225112,0.0033749401340996167
normal,128,2048,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,2375.5833333333335,0.17176559458438656,24.939006527168765,542.2655170670545,13.952545152711759,48.616832,24.92919020501075,24.94879520275193,0.0,0.0,0.0,0.0,0.0
mrv,128,2048,uniform,100,uniform,3,8192,3,4,false,128,all,minmax,100,1,10,1000,linear,1000,100,3019.6666666666665,0.00407319660731853,26.09001518546749,665.2256890209017,14.72171956460653,49.578465,25.927528181532164,26.253632521257032,11331.166666666666,21956.333333333332,0.0508640107372441,0.48405210864974707,0.04500887784090909
